cough,pushbike,drawer,cooking,keys,slidingDoorclose,train,lake,switch,buspassby,footstepsongrass,lightrain,chairsmoving,doorclose,knock,mindthegap,motorbike,birdsong,keylock,wind,trolley,bagrustle,laughter,footsteps,gate,checkoutbeeps,running,doorslam,speech,clearthroat,money,phone
[[0.8722273]],[[0.8562386]],[[0.5635128]],[[0.72645825]],[[0.8120271]],[[0.7581535]],[[0.8004088]],[[0.8426083]],[[0.7269781]],[[0.9242917]],[[0.7753814]],[[0.7921902]],[[0.740105]],[[0.73458445]],[[0.80684376]],[[0.80413723]],[[0.76691496]],[[0.8485658]],[[0.7636274]],[[0.7316532]],[[0.8312166]],[[0.79250455]],[[0.86698306]],[[0.7549682]],[[0.6987218]],[[0.9101989]],[[0.8574264]],[[0.7525743]],[[0.7634664]],[[0.87141585]],[[0.8102889]],[[0.7315624]]
[[0.8512532]],[[0.92346287]],[[0.7528781]],[[0.8042053]],[[0.8844324]],[[0.79855835]],[[0.8029892]],[[0.7947774]],[[0.88708276]],[[0.7369033]],[[0.6531721]],[[0.7985549]],[[0.80647326]],[[0.6684924]],[[0.8463417]],[[0.8289685]],[[0.8292875]],[[0.5699394]],[[0.8660111]],[[0.6940245]],[[0.6517092]],[[0.68584627]],[[0.839176]],[[0.74206483]],[[0.74400496]],[[0.8945572]],[[0.8327827]],[[0.7279184]],[[0.7514669]],[[0.8182794]],[[0.8086881]],[[0.73160434]]
[[0.9107462]],[[0.7943646]],[[0.7939574]],[[0.854014]],[[0.8802043]],[[0.7674429]],[[0.8901776]],[[0.8787176]],[[0.8818411]],[[0.93521965]],[[0.74023956]],[[0.9193731]],[[0.93909633]],[[0.7581331]],[[0.88930863]],[[0.8638562]],[[0.79017615]],[[0.6537618]],[[0.83344406]],[[0.7306507]],[[0.76361316]],[[0.79621553]],[[0.7837792]],[[0.75461346]],[[0.8249621]],[[0.92694587]],[[0.86468685]],[[0.7706319]],[[0.8756641]],[[0.8378902]],[[0.84166336]],[[0.812177]]
[[0.8389374]],[[0.87192017]],[[0.82547545]],[[0.8159757]],[[0.9082058]],[[0.89064753]],[[0.831868]],[[0.891411]],[[0.82917345]],[[0.9150397]],[[0.7393109]],[[0.743163]],[[0.81955063]],[[0.7971775]],[[0.7888882]],[[0.80217093]],[[0.8934792]],[[0.763165]],[[0.906467]],[[0.85846156]],[[0.8705736]],[[0.7243893]],[[0.79345465]],[[0.8009557]],[[0.7843907]],[[0.9107117]],[[0.8263854]],[[0.8395649]],[[0.8220228]],[[0.87084293]],[[0.8159231]],[[0.76572394]]
[[0.74697745]],[[0.7912018]],[[0.8139373]],[[0.7523827]],[[0.8409954]],[[0.8596268]],[[0.726287]],[[0.78339446]],[[0.81106645]],[[0.85325617]],[[0.75274634]],[[0.8497722]],[[0.87731475]],[[0.79779005]],[[0.7965152]],[[0.7171142]],[[0.82033813]],[[0.57555574]],[[0.86214244]],[[0.65212125]],[[0.87149477]],[[0.7681775]],[[0.8222868]],[[0.81974053]],[[0.6877568]],[[0.84910023]],[[0.78388065]],[[0.79770815]],[[0.8210144]],[[0.87126696]],[[0.73693585]],[[0.74803895]]
[[0.86145085]],[[0.84200275]],[[0.83363324]],[[0.8445012]],[[0.8182747]],[[0.7810658]],[[0.68595225]],[[0.72777426]],[[0.7712505]],[[0.76305676]],[[0.77655375]],[[0.6638733]],[[0.8802336]],[[0.7297137]],[[0.887941]],[[0.868014]],[[0.89210916]],[[0.6765612]],[[0.81898713]],[[0.7508495]],[[0.6641334]],[[0.74609756]],[[0.769667]],[[0.77037114]],[[0.745281]],[[0.9082202]],[[0.73257947]],[[0.6052764]],[[0.8633268]],[[0.87242675]],[[0.8057947]],[[0.77686256]]
[[0.82406116]],[[0.816345]],[[0.74123335]],[[0.8103341]],[[0.79850984]],[[0.8487312]],[[0.8284555]],[[0.87219584]],[[0.93544346]],[[0.8323288]],[[0.6709322]],[[0.9014545]],[[0.857744]],[[0.83419806]],[[0.93166494]],[[0.89292943]],[[0.87567264]],[[0.5955759]],[[0.8038151]],[[0.78060085]],[[0.7587644]],[[0.6936653]],[[0.80754304]],[[0.7540341]],[[0.862254]],[[1.0060816]],[[0.83129114]],[[0.8086334]],[[0.9005263]],[[0.9062619]],[[0.9012387]],[[0.8138112]]
[[0.8685875]],[[0.81258214]],[[0.77029127]],[[0.8852222]],[[0.79426146]],[[0.8789414]],[[0.82311046]],[[0.82373625]],[[0.84988564]],[[0.8358691]],[[0.614278]],[[0.82443523]],[[0.8290943]],[[0.75718933]],[[0.8624599]],[[0.7874613]],[[0.8060809]],[[0.70836043]],[[0.83213866]],[[0.8388352]],[[0.71061885]],[[0.79493403]],[[0.8671816]],[[0.6952902]],[[0.8402429]],[[0.86965525]],[[0.8825129]],[[0.77550244]],[[0.8302244]],[[0.79905415]],[[0.8707107]],[[0.7194169]]
[[0.8412421]],[[0.9107516]],[[0.7181395]],[[0.7900888]],[[0.71151656]],[[0.7332356]],[[0.88424796]],[[0.8410784]],[[0.8299644]],[[0.85595024]],[[0.7329575]],[[0.62126815]],[[0.9468794]],[[0.6631882]],[[0.8394659]],[[0.77055126]],[[0.851045]],[[0.8015598]],[[0.513196]],[[0.8101981]],[[0.86892825]],[[0.67858446]],[[0.75434494]],[[0.77899444]],[[0.81506157]],[[0.89400095]],[[0.83785427]],[[0.7422631]],[[0.8601027]],[[0.7227811]],[[0.8982345]],[[0.7478068]]
[[0.8946003]],[[0.8356133]],[[0.7623637]],[[0.95245516]],[[0.77597606]],[[0.8190479]],[[0.9162383]],[[0.8863365]],[[0.7730766]],[[0.8200601]],[[0.6932677]],[[0.7374918]],[[0.89491737]],[[0.7878387]],[[0.82710516]],[[0.80208397]],[[0.8170036]],[[0.7678116]],[[0.8509747]],[[0.80719405]],[[0.7996764]],[[0.78918016]],[[0.7965413]],[[0.70634365]],[[0.85631824]],[[0.8667969]],[[0.8498913]],[[0.72149664]],[[0.82180035]],[[0.8441837]],[[0.81210446]],[[0.546995]]
[[0.9288622]],[[0.8381008]],[[0.6536751]],[[0.63274956]],[[0.74881864]],[[0.786075]],[[0.71601385]],[[0.8101654]],[[0.75778425]],[[0.7944385]],[[0.80095685]],[[0.6782551]],[[0.7831062]],[[0.69515324]],[[0.8311677]],[[0.7633849]],[[0.717415]],[[0.7470154]],[[0.76872194]],[[0.71441823]],[[0.8358508]],[[0.7406455]],[[0.831535]],[[0.87151575]],[[0.62397623]],[[0.8152603]],[[0.8087764]],[[0.73094076]],[[0.8123002]],[[0.8308167]],[[0.8024735]],[[0.7914704]]
[[0.8764005]],[[0.90307736]],[[0.7637191]],[[0.7341683]],[[0.8574547]],[[0.8093976]],[[0.7330705]],[[0.82218206]],[[0.82041365]],[[0.81402117]],[[0.6515867]],[[0.8120109]],[[0.82254887]],[[0.75881785]],[[0.8860282]],[[0.8114617]],[[0.9380149]],[[0.64820194]],[[0.8632869]],[[0.6681815]],[[0.7991916]],[[0.8607495]],[[0.7905578]],[[0.70216894]],[[0.8103488]],[[0.8405999]],[[0.7621163]],[[0.786882]],[[0.7463695]],[[0.83684736]],[[0.7908329]],[[0.7198995]]
[[0.86885345]],[[0.96037155]],[[0.8173814]],[[0.7851995]],[[0.82725394]],[[0.87198025]],[[0.8844497]],[[0.8178377]],[[0.8890635]],[[0.89588064]],[[0.8468245]],[[0.85502446]],[[0.9561701]],[[0.9180734]],[[0.87232494]],[[0.9227341]],[[0.97146976]],[[0.7044059]],[[0.81785154]],[[0.7831477]],[[0.8286501]],[[0.89055747]],[[0.8356344]],[[0.88712317]],[[0.91302574]],[[0.92813957]],[[0.8883169]],[[0.90452933]],[[0.91509926]],[[0.842423]],[[0.828671]],[[0.78527576]]
[[0.8801831]],[[0.84471405]],[[0.9007576]],[[0.72890234]],[[0.80635095]],[[0.8455205]],[[0.7968248]],[[0.7778697]],[[0.80953145]],[[0.79603946]],[[0.7698485]],[[0.77382785]],[[0.95581764]],[[0.8157573]],[[0.87425154]],[[0.90126884]],[[0.8591243]],[[0.6553766]],[[0.84824026]],[[0.68025386]],[[0.8560437]],[[0.752269]],[[0.79439527]],[[0.8024678]],[[0.77373904]],[[0.91637635]],[[0.87609464]],[[0.7822888]],[[0.80620575]],[[0.8390096]],[[0.80440223]],[[0.73421067]]
[[0.83239794]],[[0.78204787]],[[0.7603662]],[[0.6856266]],[[0.8127502]],[[0.78680277]],[[0.77226734]],[[0.74514186]],[[0.7988529]],[[0.8622828]],[[0.7136773]],[[0.807418]],[[0.9498062]],[[0.7944778]],[[0.8441837]],[[0.85576797]],[[0.85501873]],[[0.5748568]],[[0.8594105]],[[0.66761845]],[[0.8650948]],[[0.83997524]],[[0.721238]],[[0.7579559]],[[0.740005]],[[0.80559033]],[[0.72588927]],[[0.8060087]],[[0.74630237]],[[0.81523687]],[[0.731457]],[[0.68672925]]
[[0.853181]],[[0.8013539]],[[0.7480873]],[[0.7878653]],[[0.89414865]],[[0.82458377]],[[0.7755634]],[[0.82687944]],[[0.815758]],[[0.8265046]],[[0.7170408]],[[0.86470205]],[[0.9315038]],[[0.75907093]],[[0.877098]],[[0.84146047]],[[0.7924148]],[[0.68743175]],[[0.9142969]],[[0.75361943]],[[0.7414647]],[[0.9384899]],[[0.80375636]],[[0.7579474]],[[0.8049925]],[[0.8557401]],[[0.78382]],[[0.8119437]],[[0.81758034]],[[0.83046186]],[[0.776547]],[[0.7229053]]
[[0.96575636]],[[0.9669462]],[[0.99022704]],[[0.9260792]],[[0.89913386]],[[0.8479972]],[[0.9719174]],[[0.9029246]],[[0.9667871]],[[0.9301346]],[[0.82555515]],[[0.91306174]],[[0.8539547]],[[0.91047907]],[[0.90633386]],[[1.0142235]],[[1.0036925]],[[0.8168269]],[[0.98375195]],[[0.8372727]],[[0.7946386]],[[0.9263021]],[[0.87084955]],[[0.87938803]],[[0.932486]],[[0.98653704]],[[0.9203097]],[[0.93473005]],[[0.9301456]],[[0.9192212]],[[0.9286418]],[[0.87076616]]
[[0.924308]],[[0.96912926]],[[0.87870544]],[[0.90761197]],[[0.8810224]],[[0.9099754]],[[0.8818934]],[[0.8530574]],[[0.88230455]],[[0.90161264]],[[0.9675181]],[[0.8718325]],[[0.8955025]],[[0.9399834]],[[0.9365386]],[[0.9740103]],[[0.928927]],[[0.9064243]],[[0.9482358]],[[0.86616045]],[[0.80961055]],[[0.8484181]],[[0.90981305]],[[0.8906293]],[[0.8481609]],[[0.92680895]],[[0.88698816]],[[0.889656]],[[0.88971287]],[[0.93445325]],[[0.86889666]],[[0.83663535]]
[[0.88129526]],[[0.93211025]],[[0.90750134]],[[0.7561271]],[[0.8480534]],[[0.7948602]],[[0.8295295]],[[0.8253986]],[[0.8613981]],[[0.90471596]],[[0.802928]],[[0.8130087]],[[0.7965732]],[[0.8104501]],[[0.8537633]],[[0.8397734]],[[0.8832184]],[[0.80365276]],[[0.9246662]],[[0.771534]],[[0.8132757]],[[0.852993]],[[0.83290017]],[[0.80944085]],[[0.8513614]],[[0.9289655]],[[0.85349715]],[[0.8898975]],[[0.9316493]],[[0.82056993]],[[0.8206588]],[[0.7825091]]
[[0.8622827]],[[0.75619465]],[[0.8230719]],[[0.8268367]],[[0.8840833]],[[0.78188014]],[[0.82252234]],[[0.70597994]],[[0.8482142]],[[0.7073524]],[[0.80440664]],[[0.7273766]],[[0.89046174]],[[0.771644]],[[0.8130334]],[[0.7714466]],[[0.8013935]],[[0.7590977]],[[0.85942733]],[[0.804556]],[[0.79788655]],[[0.72111785]],[[0.8264813]],[[0.8670179]],[[0.85075724]],[[0.7311844]],[[0.8216654]],[[0.7022904]],[[0.84530723]],[[0.7509322]],[[0.80070055]],[[0.7976868]]
[[0.89672303]],[[0.81946397]],[[0.82422596]],[[0.79067343]],[[0.81920683]],[[0.83738196]],[[0.8128387]],[[0.84614533]],[[0.7916586]],[[0.9402267]],[[0.71525717]],[[0.8341089]],[[0.8055139]],[[0.81378484]],[[0.8856098]],[[0.8511361]],[[0.86709]],[[0.80461895]],[[0.9185183]],[[0.8575817]],[[0.74380124]],[[0.81606245]],[[0.8380476]],[[0.7661012]],[[0.88273424]],[[0.90731084]],[[0.83973855]],[[0.8515384]],[[0.8822201]],[[0.8774897]],[[0.8101803]],[[0.66158813]]
[[0.8115456]],[[0.8537617]],[[0.8988972]],[[0.7959077]],[[0.8272178]],[[0.8469111]],[[0.8191226]],[[0.74472284]],[[0.8266612]],[[0.8644773]],[[0.6899787]],[[0.9308531]],[[0.8979029]],[[0.8776721]],[[0.82525706]],[[0.8963716]],[[0.86258984]],[[0.6462376]],[[0.86783123]],[[0.7945073]],[[0.7875656]],[[0.759172]],[[0.76910627]],[[0.76643455]],[[0.8402959]],[[0.91217136]],[[0.78575]],[[0.83551574]],[[0.7904449]],[[0.8923054]],[[0.8003919]],[[0.7507526]]
[[0.98496413]],[[1.0022725]],[[0.8549659]],[[0.87888193]],[[0.86060345]],[[0.8616928]],[[0.9384632]],[[0.8981713]],[[0.93113154]],[[0.96322453]],[[0.8691231]],[[0.90941197]],[[0.95824915]],[[0.8816612]],[[0.99600726]],[[0.8907931]],[[0.888986]],[[0.7563584]],[[0.9157926]],[[0.4560482]],[[0.8821836]],[[0.8826945]],[[0.9644431]],[[0.8937385]],[[0.8900123]],[[1.0130135]],[[0.89944935]],[[0.89549905]],[[0.95513886]],[[0.9071902]],[[0.94561833]],[[0.86003476]]
[[0.8215228]],[[0.84560186]],[[0.789492]],[[0.6461771]],[[0.8415054]],[[0.8170644]],[[0.7861667]],[[0.72712934]],[[0.7969498]],[[0.89024013]],[[0.70413876]],[[0.77622515]],[[0.8031318]],[[0.8187203]],[[0.8535671]],[[0.8540103]],[[0.86828667]],[[0.6237943]],[[0.9044013]],[[0.6626792]],[[0.8558587]],[[0.8305448]],[[0.74798656]],[[0.7562946]],[[0.77281916]],[[0.92743206]],[[0.74231124]],[[0.81157386]],[[0.7787553]],[[0.8185519]],[[0.776536]],[[0.7084804]]
[[0.8032676]],[[0.8480567]],[[0.7962793]],[[0.8200686]],[[0.7978679]],[[0.86026984]],[[0.7790708]],[[0.7364119]],[[0.79009247]],[[0.814899]],[[0.71181273]],[[0.72968]],[[0.8031868]],[[0.8648187]],[[0.80786335]],[[0.8751082]],[[0.91858864]],[[0.6980254]],[[0.860227]],[[0.7910088]],[[0.74030244]],[[0.8138206]],[[0.84520257]],[[0.8042716]],[[0.8460141]],[[0.9391784]],[[0.80525315]],[[0.8371543]],[[0.8616711]],[[0.8770059]],[[0.7902595]],[[0.6380815]]
[[0.85525554]],[[0.9181923]],[[0.7701223]],[[0.76486343]],[[0.8018978]],[[0.85674644]],[[0.8190954]],[[0.8417727]],[[0.8159669]],[[0.8788185]],[[0.7519102]],[[0.86590916]],[[0.8224031]],[[0.83134866]],[[0.8611872]],[[0.83339715]],[[0.8882842]],[[0.7068701]],[[0.8712439]],[[0.72141504]],[[0.86640716]],[[0.8849047]],[[0.8769428]],[[0.8654287]],[[0.8413918]],[[0.9029898]],[[0.79264605]],[[0.8726133]],[[0.9047506]],[[0.9058267]],[[0.8726836]],[[0.78054756]]
[[0.850935]],[[0.91614306]],[[0.8154804]],[[0.7821796]],[[0.79345864]],[[0.82937634]],[[0.84386545]],[[0.58365]],[[0.7388296]],[[0.872038]],[[0.76115704]],[[0.7332406]],[[0.8316199]],[[0.8594285]],[[0.8158458]],[[0.78985226]],[[0.9085739]],[[0.64959073]],[[0.836799]],[[0.7118734]],[[0.8199414]],[[0.7447206]],[[0.7766741]],[[0.813179]],[[0.83050406]],[[0.8177643]],[[0.8228718]],[[0.74544245]],[[0.836633]],[[0.89472586]],[[0.7490607]],[[0.78299224]]
[[0.7349615]],[[0.80023354]],[[0.88279676]],[[0.6832048]],[[0.7086592]],[[0.85516155]],[[0.74626255]],[[0.7793585]],[[0.67955124]],[[0.66775787]],[[0.9092834]],[[0.72018206]],[[0.9198687]],[[0.7096589]],[[0.7179168]],[[0.7220839]],[[0.81793445]],[[0.69958997]],[[0.725303]],[[0.6916449]],[[0.70612705]],[[0.78366286]],[[0.7486081]],[[0.86918235]],[[0.6063798]],[[0.6849834]],[[0.7183173]],[[0.6989113]],[[0.7832123]],[[0.8877206]],[[0.7338853]],[[0.61568034]]
[[0.8570823]],[[0.85136557]],[[0.8234242]],[[0.7304127]],[[0.8276644]],[[0.8831003]],[[0.791379]],[[0.7372632]],[[0.74993044]],[[0.64569503]],[[0.85803723]],[[0.78104675]],[[0.93368363]],[[0.67315125]],[[0.8186862]],[[0.7167571]],[[0.88713956]],[[0.6528717]],[[0.7447]],[[0.7319822]],[[0.69830275]],[[0.83873945]],[[0.7835355]],[[0.8481628]],[[0.6498136]],[[0.7083385]],[[0.80590314]],[[0.6962387]],[[0.78844607]],[[0.877019]],[[0.78651583]],[[0.662704]]
[[0.79426175]],[[0.7772808]],[[0.8669158]],[[0.734812]],[[0.87718284]],[[0.7973702]],[[0.7434887]],[[0.7847684]],[[0.69535464]],[[0.73559135]],[[0.80262977]],[[0.81794655]],[[0.87237734]],[[0.7191932]],[[0.82044935]],[[0.76416695]],[[0.8048289]],[[0.57730216]],[[0.7442681]],[[0.73494244]],[[0.6780811]],[[0.7612592]],[[0.6853303]],[[0.807877]],[[0.695392]],[[0.7336107]],[[0.7020874]],[[0.69903785]],[[0.73941624]],[[0.87869114]],[[0.69887686]],[[0.6477055]]
[[0.87949985]],[[0.5334653]],[[0.85683626]],[[0.85091096]],[[0.85708493]],[[0.8335744]],[[0.74096036]],[[0.8394145]],[[0.739648]],[[0.65050036]],[[0.92024654]],[[0.82785296]],[[0.8933786]],[[0.6936583]],[[0.8395836]],[[0.84222436]],[[0.5300029]],[[0.7623795]],[[0.7766707]],[[0.7086563]],[[0.5642568]],[[0.7830256]],[[0.78737724]],[[0.8256193]],[[0.6978152]],[[0.68389]],[[0.75190043]],[[0.76251644]],[[0.86423445]],[[0.90288657]],[[0.78760004]],[[0.68756205]]
[[0.95642793]],[[0.83379394]],[[0.9770447]],[[0.7524162]],[[0.87047184]],[[0.852992]],[[0.8172879]],[[0.7961394]],[[0.7492346]],[[0.9224632]],[[0.99660516]],[[0.8905788]],[[0.88750625]],[[0.8390658]],[[0.8988247]],[[0.9127853]],[[0.77044904]],[[0.8607671]],[[0.89780736]],[[0.828985]],[[0.83690774]],[[0.8237266]],[[0.8185243]],[[0.9697635]],[[0.85656416]],[[0.8574087]],[[0.84652007]],[[0.8642245]],[[0.9519472]],[[0.8260091]],[[0.8461703]],[[0.84471107]]
[[0.7798114]],[[0.8533931]],[[0.82353485]],[[0.7995057]],[[0.76147294]],[[0.87247145]],[[0.70940715]],[[0.7703629]],[[0.77401453]],[[0.76961213]],[[0.83583283]],[[0.81820154]],[[0.9250659]],[[0.76374656]],[[0.74067247]],[[0.61875284]],[[0.82879996]],[[0.6504259]],[[0.8069487]],[[0.70274246]],[[0.8105816]],[[0.7709768]],[[0.65532565]],[[0.81446135]],[[0.7787997]],[[0.7248645]],[[0.7524573]],[[0.72530335]],[[0.7416591]],[[0.83832103]],[[0.7230685]],[[0.7438922]]
[[0.77648973]],[[0.86747205]],[[0.89379656]],[[0.797812]],[[0.85173607]],[[0.8807767]],[[0.7778028]],[[0.7965551]],[[0.83285975]],[[0.8114915]],[[0.86083895]],[[0.8034306]],[[0.93113685]],[[0.7974107]],[[0.79965836]],[[0.7105915]],[[0.80117846]],[[0.5963645]],[[0.81456876]],[[0.27150798]],[[0.8073167]],[[0.728243]],[[0.6983323]],[[0.80815846]],[[0.8386735]],[[0.7892053]],[[0.74020195]],[[0.6976996]],[[0.78211]],[[0.8508637]],[[0.7814247]],[[0.7885566]]
[[0.98041004]],[[1.0175148]],[[0.9404434]],[[0.9164479]],[[0.869153]],[[0.91654754]],[[0.9242127]],[[0.88962466]],[[0.74709713]],[[0.87875485]],[[0.95765936]],[[0.809752]],[[1.004708]],[[0.801302]],[[0.9165556]],[[0.85613596]],[[0.9897086]],[[0.7934005]],[[0.82563394]],[[0.8964867]],[[0.959856]],[[0.9722985]],[[0.93239677]],[[0.952646]],[[0.7932433]],[[0.9140848]],[[0.938492]],[[0.7407917]],[[0.9126536]],[[0.7857863]],[[0.97091204]],[[0.86051476]]
[[0.80298835]],[[0.8817835]],[[0.8220253]],[[0.7191901]],[[0.7821324]],[[0.7761715]],[[0.82174706]],[[0.72049737]],[[0.7793011]],[[0.85961413]],[[0.78340966]],[[0.81556153]],[[0.86142963]],[[0.7878686]],[[0.78854835]],[[0.7517338]],[[0.834996]],[[0.68083024]],[[0.8921965]],[[0.6762556]],[[0.82782125]],[[0.8003232]],[[0.72232956]],[[0.8497733]],[[0.78221977]],[[0.82079405]],[[0.7725932]],[[0.71376294]],[[0.7577268]],[[0.85741436]],[[0.73559916]],[[0.7281959]]
[[0.88032365]],[[0.84737945]],[[0.7433518]],[[0.8385078]],[[0.7939918]],[[0.68128425]],[[0.822243]],[[0.9436613]],[[0.81779814]],[[0.8823014]],[[0.73764473]],[[0.89996094]],[[0.8127171]],[[0.7474201]],[[0.9069067]],[[0.8686185]],[[0.87558645]],[[0.7755742]],[[0.85643864]],[[0.802015]],[[0.84006023]],[[0.8772728]],[[0.89266706]],[[0.77314144]],[[0.68038094]],[[0.99789506]],[[0.8966415]],[[0.88732386]],[[0.89045423]],[[0.8368015]],[[0.8896856]],[[0.85172015]]
[[0.79610753]],[[0.7786515]],[[0.82233477]],[[0.72090656]],[[0.7770363]],[[0.8504113]],[[0.69981295]],[[0.7136536]],[[0.85503364]],[[0.81645215]],[[0.57020605]],[[0.90727293]],[[0.7354485]],[[0.82532454]],[[0.8313635]],[[0.88702416]],[[0.76740825]],[[0.5453773]],[[0.7990842]],[[0.6402143]],[[0.5697983]],[[0.5075362]],[[0.7798224]],[[0.61564523]],[[0.8170945]],[[0.8072961]],[[0.7752886]],[[0.7550316]],[[0.7900813]],[[0.91384757]],[[0.74338615]],[[0.81585634]]
[[0.8412961]],[[0.78494155]],[[0.7380633]],[[0.7646619]],[[0.8445579]],[[0.8230143]],[[0.7461458]],[[0.7669003]],[[0.7881135]],[[0.7998634]],[[0.71145797]],[[0.72173953]],[[0.83901346]],[[0.7691221]],[[0.8477773]],[[0.74965954]],[[0.8684847]],[[0.7775543]],[[0.8782158]],[[0.79115516]],[[0.80846363]],[[0.7778114]],[[0.81928647]],[[0.8232978]],[[0.8087603]],[[0.8331411]],[[0.7487096]],[[0.75973517]],[[0.788224]],[[0.8424251]],[[0.83018875]],[[0.76327795]]
[[0.78526616]],[[0.8958979]],[[0.7801552]],[[0.7387525]],[[0.8606349]],[[0.9202186]],[[0.79528797]],[[0.7692409]],[[0.7917554]],[[0.8497107]],[[0.765433]],[[0.69549924]],[[0.9290546]],[[0.8818055]],[[0.8165068]],[[0.8390629]],[[0.8426079]],[[0.77415556]],[[0.8512968]],[[0.7158047]],[[0.8231868]],[[0.7988401]],[[0.8351239]],[[0.83658504]],[[0.7237732]],[[0.8622279]],[[0.8374239]],[[0.7848158]],[[0.7702935]],[[0.85111356]],[[0.83229274]],[[0.83338875]]
[[0.78687286]],[[0.93569976]],[[0.7645835]],[[0.7862365]],[[0.7291907]],[[0.91167575]],[[0.77144897]],[[0.7765461]],[[0.762622]],[[0.74439806]],[[0.78899986]],[[0.76902235]],[[0.8964591]],[[0.86950535]],[[0.68979824]],[[0.78416705]],[[0.8381891]],[[0.7994789]],[[0.86930877]],[[0.771508]],[[0.8446493]],[[0.8222918]],[[0.734373]],[[0.82461876]],[[0.69304466]],[[0.8389236]],[[0.7748866]],[[0.77549815]],[[0.8420993]],[[0.845721]],[[0.7921636]],[[0.73725617]]
[[0.81982493]],[[0.77066743]],[[0.8991369]],[[0.6621767]],[[0.8862422]],[[0.8284192]],[[0.83540785]],[[0.7688665]],[[0.84103644]],[[0.73140764]],[[0.7777219]],[[0.89891535]],[[0.84785545]],[[0.7448177]],[[0.8019116]],[[0.7985903]],[[0.8249032]],[[0.5864981]],[[0.87699556]],[[0.805917]],[[0.81078935]],[[0.82195646]],[[0.72749966]],[[0.7791674]],[[0.7830668]],[[0.73592305]],[[0.7792369]],[[0.79142016]],[[0.7109263]],[[0.8538456]],[[0.71055806]],[[0.746663]]
[[0.9590354]],[[0.8526858]],[[0.8164811]],[[0.87479776]],[[0.9651325]],[[0.8820413]],[[0.88137126]],[[1.0201143]],[[0.8195156]],[[1.0722132]],[[0.87434757]],[[0.938573]],[[0.76353574]],[[0.91273314]],[[0.91591394]],[[0.8671516]],[[0.85881287]],[[0.9022181]],[[0.832073]],[[0.9361308]],[[0.97642034]],[[0.93031925]],[[0.8895081]],[[0.77991366]],[[0.9764024]],[[0.96660393]],[[0.87022305]],[[0.9311316]],[[0.96918416]],[[0.8359971]],[[0.91477454]],[[0.91023916]]
[[0.88296247]],[[0.76335055]],[[0.90881157]],[[0.7613098]],[[0.84086025]],[[0.8037596]],[[0.8184219]],[[0.7774249]],[[0.7898901]],[[0.812526]],[[0.6971779]],[[0.7530973]],[[0.8686569]],[[0.79881114]],[[0.81463444]],[[0.74402785]],[[0.8399193]],[[0.6046035]],[[0.83967626]],[[0.7660888]],[[0.7578163]],[[0.81602305]],[[0.76804227]],[[0.7542615]],[[0.80062413]],[[0.8546829]],[[0.7664251]],[[0.7709249]],[[0.7766001]],[[0.8175006]],[[0.7077193]],[[0.6305914]]
[[0.8447867]],[[0.82707167]],[[0.8626463]],[[0.7567554]],[[0.8671524]],[[0.8079916]],[[0.7387726]],[[0.8061]],[[0.8535925]],[[0.8601723]],[[0.6163257]],[[0.8653836]],[[0.9398122]],[[0.8127816]],[[0.81151545]],[[0.7545439]],[[0.79708755]],[[0.59024864]],[[0.81922626]],[[0.7302395]],[[0.79471844]],[[0.77815366]],[[0.8184583]],[[0.71194524]],[[0.77557033]],[[0.8885118]],[[0.7545481]],[[0.80145854]],[[0.81960213]],[[0.84361506]],[[0.7057821]],[[0.7250159]]
[[0.7912171]],[[0.74382174]],[[0.80567026]],[[0.76383483]],[[0.87044764]],[[0.77138287]],[[0.7314146]],[[0.9781277]],[[0.8687946]],[[0.8204324]],[[0.67169243]],[[0.9715125]],[[0.73678446]],[[0.7517978]],[[0.7546834]],[[0.7273444]],[[0.7715238]],[[0.67545843]],[[0.83303547]],[[0.7138463]],[[0.79732966]],[[0.78027]],[[0.77019256]],[[0.6966831]],[[0.8239641]],[[0.88852775]],[[0.6762638]],[[0.7989985]],[[0.80715185]],[[0.8403155]],[[0.7299765]],[[0.7480397]]
[[0.86912817]],[[0.79841346]],[[0.86968446]],[[0.75134957]],[[0.79572207]],[[0.8612198]],[[0.73201966]],[[0.6460805]],[[0.78444844]],[[0.8771499]],[[0.6273684]],[[0.78360045]],[[0.81512153]],[[0.81524324]],[[0.81979454]],[[0.72272825]],[[0.78534186]],[[0.5674249]],[[0.7768513]],[[0.72840697]],[[0.7916302]],[[0.7703307]],[[0.7708186]],[[0.69334996]],[[0.8105211]],[[0.8947549]],[[0.72221947]],[[0.75927657]],[[0.7682362]],[[0.8690133]],[[0.68012834]],[[0.6785567]]
[[0.81211466]],[[0.75925934]],[[0.7369665]],[[0.7418654]],[[0.7518023]],[[0.8295385]],[[0.6606118]],[[0.7602003]],[[0.76548135]],[[0.89549905]],[[0.77445287]],[[0.66697806]],[[0.8154703]],[[0.73325396]],[[0.7622089]],[[0.780682]],[[0.75331974]],[[0.68627346]],[[0.7713972]],[[0.6477226]],[[0.7281057]],[[0.7411247]],[[0.7334302]],[[0.76622546]],[[0.7733004]],[[0.8797266]],[[0.75954056]],[[0.7152157]],[[0.80655587]],[[0.8353496]],[[0.6574805]],[[0.7050967]]
